Case;"Player [1=Gössa; 2= player1; 3= player2; 4 = player3]";"Tune [1=Pellar; 2=Lorik; 3=JamtOlle; 4=Blecko; 5= Storpolska]";Volta;Section;SectionVolta;PerformanceMeasure;SectionMeasure;BarSTRING;Measure duration s;M dev;B1 ms;B2 ms;B3 ms;BP1;BP2;BP3;NDB1;NDB2;NDB3;"Rhythm Category [9999=E; 0=decreasing_or_stable; 2=repeated_ending]";"SB1 [1=unequal; 0= equal_or_NA]";"SB2 [1=unequal; 0= equal_or_NA]";"CND [1=decreasing; 2= stable; 3=increasing]";Tempo;M dev
793;4;2;1;1;2;21;10;A10;1.51;0.03;486;508;516;0.32;0.34;0.34;1;1;1;9999;0;0;2;123;103.006003
794;4;2;1;1;2;22;11;A11;1.53;0.04;420;562;548;0.27;0.37;0.36;1;1;1;2;0;0;2;123;104.4044145
795;4;2;1;2;1;23;1;B1;1.53;0.05;479;515;541;0.31;0.34;0.35;2;1;3;0;1;0;1;123;104.6952346
796;4;2;1;2;1;24;2;B2;1.48;0.01;312;639;530;0.21;0.43;0.36;1;4;1;1400;0;0;3;123;100.9826375
797;4;2;1;2;1;25;3;B3;1.54;0.05;420;581;541;0.27;0.38;0.35;1;4;2;1201;0;1;3;123;105.1902475
798;4;2;1;2;1;26;4;B4;1.43;-0.03;406;475;544;0.28;0.33;0.38;2;4;1;2410;1;0;3;123;97.27004063
799;4;2;1;2;1;27;5;B5;1.47;0.00;414;522;530;0.28;0.36;0.36;2;2;2;2210;1;0;2;123;99.99261173
800;4;2;1;2;1;28;6;B6;1.49;0.02;417;515;562;0.28;0.34;0.38;3;1;1;9999;0;0;1;123;101.9726635
801;4;2;1;2;2;29;1;B1;1.50;0.02;381;606;512;0.25;0.40;0.34;1;1;3;0;0;0;2;123;102.2201699
802;4;2;1;2;2;30;2;B2;1.41;-0.03;283;610;522;0.20;0.43;0.37;1;4;2;1400;0;0;3;123;96.52752121
803;4;2;1;2;2;31;3;B3;1.56;0.06;526;530;504;0.34;0.34;0.32;2;2;2;1201;0;1;2;123;106.4277798
804;4;2;1;2;2;32;4;B4;1.46;0.00;348;584;530;0.24;0.40;0.36;2;4;2;2410;1;0;3;123;99.74510533
805;4;2;1;2;2;33;5;B5;1.49;0.02;483;483;530;0.32;0.32;0.35;2;2;2;2210;1;0;2;123;101.9726634
806;4;2;1;2;2;34;6;B6;1.49;0.02;439;486;570;0.29;0.33;0.38;3;1;1;9999;0;0;1;123;101.9726635
807;4;2;2;1;1;35;1;A1;1.52;0.04;366;624;533;0.24;0.41;0.35;1;4;2;2211;1;1;3;123;103.9527152
808;4;2;2;1;1;36;2;A2;1.46;-0.01;319;582;558;0.22;0.40;0.38;1;4;2;1400;0;0;3;123;99.49759879
809;4;2;2;1;1;37;3;A3;1.40;-0.04;341;530;530;0.24;0.38;0.38;2;2;2;2211;1;1;2;123;95.59163738
810;4;2;2;1;1;38;4;A4;1.37;-0.06;329;555;486;0.24;0.40;0.35;1;4;2;1201;0;1;3;123;93.50330165
811;4;2;2;1;1;39;5;A5;1.57;0.07;498;536;541;0.32;0.34;0.34;4;2;4;2211;1;1;1;123;107.4178057
812;4;2;2;1;1;40;6;A6;1.47;0.00;363;570;533;0.25;0.39;0.36;1;4;2;2211;1;1;3;123;99.99261173
813;4;2;2;1;1;41;7;A7;1.42;-0.03;298;603;522;0.21;0.42;0.37;1;4;2;1400;0;0;3;123;97.02253415
814;4;2;2;1;1;42;8;A8;1.40;-0.05;366;528;503;0.26;0.38;0.36;2;2;2;2211;1;1;2;123;95.28998893
815;4;2;2;1;1;43;9;A9;1.45;-0.01;421;544;486;0.29;0.38;0.33;1;4;3;1201;0;1;3;123;99.00258585
816;4;2;2;1;1;44;10;A10;1.49;0.02;472;479;544;0.32;0.32;0.36;1;1;1;9999;0;0;2;123;101.9726635
817;4;2;2;1;1;45;11;A11;1.44;-0.01;330;582;532;0.23;0.40;0.37;1;1;1;2;0;0;2;123;98.50757298
818;4;2;2;1;2;46;1;A1;1.47;0.00;345;664;461;0.23;0.45;0.31;1;2;2;2211;1;1;3;123;100.2401182
819;4;2;2;1;2;47;2;A2;1.45;-0.01;330;570;555;0.23;0.39;0.38;1;4;2;1400;0;0;3;123;99.25009232
820;4;2;2;1;2;48;3;A3;1.37;-0.07;366;479;522;0.27;0.35;0.38;2;2;2;2211;1;1;2;123;93.25115445
821;4;2;2;1;2;49;4;A4;1.44;-0.02;331;570;537;0.23;0.40;0.37;1;4;2;1201;0;1;3;123;98.07134282
822;4;2;2;1;2;50;5;A5;1.51;0.03;497;490;525;0.33;0.32;0.35;4;2;4;2211;1;1;1;123;103.1529599
823;4;2;2;1;2;51;6;A6;1.49;0.02;420;538;530;0.28;0.36;0.36;1;4;2;2211;1;1;3;123;101.5348864
824;4;2;2;1;2;52;7;A7;1.41;-0.04;348;537;526;0.25;0.38;0.37;1;4;2;1400;0;0;3;123;96.28001481
825;4;2;2;1;2;53;8;A8;1.42;-0.03;403;461;555;0.28;0.32;0.39;2;2;2;2211;1;1;2;123;96.77502768
826;4;2;2;1;2;54;9;A9;1.36;-0.07;287;548;522;0.21;0.40;0.39;1;4;3;1201;0;1;3;123;92.56741782
827;4;2;2;1;2;55;10;A10;1.44;-0.01;433;505;506;0.30;0.35;0.35;1;1;1;9999;0;0;2;123;98.50757298
828;4;2;2;1;2;56;11;A11;1.49;0.02;464;486;544;0.31;0.33;0.36;1;1;2;2;0;0;2;123;101.9726634
829;4;2;2;2;1;57;1;B1;1.49;0.02;479;522;490;0.32;0.35;0.33;2;1;3;0;1;0;1;123;101.725157
830;4;2;2;2;1;58;2;B2;1.49;0.01;349;580;556;0.23;0.39;0.37;1;4;1;1400;0;0;3;123;101.3090367
831;4;2;2;2;1;59;3;B3;1.44;-0.02;402;547;494;0.28;0.38;0.34;1;4;2;1201;0;1;3;123;98.42868026
832;4;2;2;2;1;60;4;B4;1.41;-0.04;421;464;522;0.30;0.33;0.37;2;4;2;2410;1;0;3;123;96.03250834
833;4;2;2;2;1;61;5;B5;1.42;-0.03;417;483;522;0.29;0.34;0.37;2;2;2;2210;1;0;2;123;97.02253415
834;4;2;2;2;1;62;6;B6;1.45;-0.01;403;497;555;0.28;0.34;0.38;3;1;1;9999;0;0;1;123;99.25009232
835;4;2;2;2;2;63;1;B1;1.44;-0.02;337;591;512;0.23;0.41;0.36;1;1;3;0;0;0;2;123;98.26006651
836;4;2;2;2;2;64;2;B2;1.42;-0.03;308;585;531;0.22;0.41;0.37;1;4;2;1400;0;0;3;123;97.19888251
837;4;2;2;2;2;65;3;B3;1.41;-0.04;402;508;499;0.29;0.36;0.35;2;4;2;1201;0;1;3;123;96.10366646
838;4;2;2;2;2;66;4;B4;1.43;-0.02;457;464;508;0.32;0.32;0.36;2;4;2;2410;1;0;3;123;97.5175471
839;4;2;2;2;2;67;5;B5;1.43;-0.02;454;479;501;0.32;0.33;0.35;2;2;2;2210;1;0;2;123;97.76505357
840;2;3;1;1;1;1;1;A1;1.65;0.04;495;663;492;0.30;0.40;0.30;1;4;2;1400;0;0;3;114;104.3598059
841;2;3;1;1;1;2;2;A2;1.56;-0.01;353;681;523;0.23;0.44;0.34;1;2;2;1200;0;0;3;114;98.51948533
842;2;3;1;1;1;3;3;A3;1.52;-0.04;453;593;471;0.30;0.39;0.31;2;4;2;2410;1;0;3;114;95.976375
843;2;3;1;1;1;4;4;A4;1.60;0.01;555;526;515;0.35;0.33;0.32;2;1;1;9999;0;0;1;114;100.9966777
844;2;3;1;1;2;5;1;A1;1.43;-0.10;341;636;452;0.24;0.45;0.32;1;4;2;1400;0;0;3;114;90.4274113
845;2;3;1;1;2;6;2;A2;1.62;0.03;382;714;527;0.24;0.44;0.32;1;2;3;1200;0;0;3;114;102.7065865
846;2;3;1;1;2;7;3;A3;1.53;-0.03;555;508;463;0.36;0.33;0.30;2;2;2;2410;1;0;2;114;96.56699889
847;2;3;1;1;2;8;4;A4;1.53;-0.03;541;471;513;0.35;0.31;0.34;2;1;1;9999;0;0;1;114;96.56699889
848;2;3;1;1;2;9;5;A5;1.52;-0.04;499;485;537;0.33;0.32;0.35;1;1;1;2;0;0;2;114;96.27168701
849;2;3;1;2;1;10;1;B1;1.56;-0.01;397;663;504;0.25;0.42;0.32;1;4;2;1201;0;1;3;114;98.92949426
850;2;3;1;2;1;11;2;B2;1.46;-0.08;397;579;485;0.27;0.40;0.33;3;2;2;0;0;1;1;114;92.43263199
851;2;3;1;2;1;12;3;B3;1.50;-0.05;373;613;516;0.25;0.41;0.34;2;2;2;2200;0;0;2;114;95.09043923
852;2;3;1;2;1;13;4;B4;1.54;-0.03;401;625;509;0.26;0.41;0.33;3;4;1;3400;0;0;3;114;97.15762278
853;2;3;1;2;1;14;5;B5;1.61;0.02;378;672;565;0.23;0.42;0.35;1;4;4;1400;0;0;3;114;102.1779254
854;2;3;1;2;1;15;6;B6;1.58;0.00;644;425;513;0.41;0.27;0.32;4;1;1;0;0;0;1;114;100.110742
855;2;3;1;2;1;16;7;B7;1.59;0.01;551;503;537;0.35;0.32;0.34;2;1;4;0;1;0;1;114;100.7013659
856;2;3;1;2;1;17;8;B8;1.60;0.01;532;518;551;0.33;0.32;0.34;3;1;1;9999;0;0;1;114;101.2919896
857;2;3;1;2;2;18;1;B1;1.64;0.04;434;677;532;0.26;0.41;0.32;1;2;2;1201;0;1;3;114;103.949797
858;2;3;1;2;2;19;2;B2;1.54;-0.02;364;681;498;0.24;0.44;0.32;3;2;2;0;0;1;1;114;97.65332492
859;2;3;1;2;2;20;3;B3;1.59;0.01;389;658;546;0.24;0.41;0.34;2;2;2;2200;0;0;2;114;100.7962875
860;2;3;1;2;2;21;4;B4;1.58;0.00;350;681;553;0.22;0.43;0.35;3;4;1;3400;0;0;3;114;100.2610346
861;2;3;1;2;2;22;5;B5;1.65;0.04;357;705;588;0.22;0.43;0.36;1;2;4;1400;0;0;3;114;104.3901281
862;2;3;1;2;2;23;6;B6;1.62;0.03;625;457;541;0.39;0.28;0.33;4;1;1;0;0;0;1;114;102.7685493
863;2;3;1;2;2;24;7;B7;1.54;-0.03;534;507;499;0.35;0.33;0.32;2;1;2;0;1;0;1;114;97.45293466
864;2;3;1;2;2;25;8;B8;1.64;0.04;588;495;560;0.36;0.30;0.34;3;1;1;9999;0;0;1;114;103.949797
865;2;3;2;1;1;26;1;A1;1.61;0.02;426;674;507;0.27;0.42;0.32;1;4;2;1400;0;0;3;114;101.7046353
866;2;3;2;1;1;27;2;A2;1.55;-0.02;358;673;517;0.23;0.43;0.33;1;4;2;1200;0;0;3;114;97.92622471
867;2;3;2;1;1;28;3;A3;1.54;-0.02;415;625;504;0.27;0.40;0.33;2;4;2;2410;1;0;3;114;97.74824661
868;2;3;2;1;1;29;4;A4;1.60;0.01;560;485;555;0.35;0.30;0.35;2;1;1;9999;0;0;1;114;101.2919897
869;2;3;2;1;2;30;1;A1;1.49;-0.06;345;661;479;0.23;0.44;0.32;1;4;2;1400;0;0;3;114;93.97379105
870;2;3;2;1;2;31;2;A2;1.63;0.03;372;733;523;0.23;0.45;0.32;1;2;3;1200;0;0;3;114;102.9992617
871;2;3;2;1;2;32;3;A3;1.59;0.01;579;482;531;0.36;0.30;0.33;2;2;2;2410;1;0;2;114;100.7053209
872;2;3;2;1;2;33;4;A4;1.62;0.03;569;493;562;0.35;0.30;0.35;2;1;1;9999;0;0;1;114;102.7645942
873;2;3;2;2;1;34;1;B1;1.57;0.00;368;682;523;0.23;0.43;0.33;1;4;2;1201;0;1;3;114;99.52011808
874;2;3;2;2;1;35;2;B2;1.47;-0.07;369;658;443;0.25;0.45;0.30;3;2;2;0;0;1;1;114;93.02325581
875;2;3;2;2;1;36;3;B3;1.59;0.01;411;630;551;0.26;0.40;0.35;2;2;2;2200;0;0;2;114;100.7237779
876;2;3;2;2;1;37;4;B4;1.62;0.03;415;686;521;0.26;0.42;0.32;3;4;1;3400;0;0;3;114;102.6657174
877;2;3;2;2;1;38;5;B5;1.63;0.03;337;700;593;0.21;0.43;0.36;1;4;4;1400;0;0;3;114;103.144281
878;2;3;2;2;1;39;6;B6;1.67;0.06;663;434;574;0.40;0.26;0.34;4;1;1;0;0;0;1;114;105.7216685
879;2;3;2;2;1;40;7;B7;1.57;0.00;499;551;524;0.32;0.35;0.33;2;1;4;0;1;0;1;114;99.62690505
880;2;3;2;2;1;41;8;B8;1.63;0.03;526;557;545;0.32;0.34;0.33;3;1;1;9999;0;0;1;114;102.9570743
881;2;3;2;2;2;42;1;B1;1.70;0.07;467;737;495;0.27;0.43;0.29;1;2;2;1201;0;1;3;114;107.4935401
882;2;3;2;2;2;43;2;B2;1.53;-0.03;350;700;481;0.23;0.46;0.31;3;2;2;0;0;1;1;114;96.86231084
883;2;3;2;2;2;44;3;B3;1.53;-0.03;344;631;558;0.22;0.41;0.36;2;2;2;2200;0;0;2;114;97.05479089
884;2;3;2;2;2;45;4;B4;1.53;-0.03;352;630;547;0.23;0.41;0.36;3;4;1;3400;0;0;3;114;96.75025047
885;2;3;2;2;2;46;5;B5;1.70;0.07;358;789;551;0.21;0.46;0.32;1;2;4;1400;0;0;3;114;107.4131203
886;2;3;2;2;2;47;6;B6;1.58;0.00;635;447;501;0.40;0.28;0.32;4;1;1;0;0;0;1;114;100.2030269
887;2;3;2;2;2;48;7;B7;1.68;0.06;533;529;616;0.32;0.32;0.37;2;1;4;0;1;0;1;114;106.2200074
888;3;3;1;1;1;1;1;A1;1.58;0.14;511;615;453;0.32;0.39;0.29;1;4;2;1400;0;0;3;131;114.37774
889;3;3;1;1;1;2;2;A2;1.36;-0.01;298;549;512;0.22;0.40;0.38;1;2;1;1200;0;0;3;131;98.51019392
890;3;3;1;1;1;3;3;A3;1.39;0.00;422;505;459;0.30;0.36;0.33;2;2;2;2410;1;0;2;131;100.3893319
891;3;3;1;1;1;4;4;A4;1.53;0.11;575;401;551;0.38;0.26;0.36;2;1;1;9999;0;0;1;131;110.5931824
892;3;3;1;1;2;5;1;A1;1.39;0.01;395;534;464;0.28;0.38;0.33;1;4;2;1400;0;0;3;131;100.9215353
893;3;3;1;1;2;6;2;A2;1.35;-0.02;342;575;430;0.25;0.43;0.32;1;2;1;1200;0;0;3;131;97.55748415
894;3;3;1;1;2;7;3;A3;1.36;-0.01;430;528;406;0.31;0.39;0.30;2;2;2;2410;1;0;2;131;98.81900327
895;3;3;1;1;2;8;4;A4;1.47;0.07;569;412;493;0.39;0.28;0.33;2;1;1;9999;0;0;1;131;106.8086248
896;3;3;1;2;1;9;1;B1;1.46;0.06;360;611;489;0.25;0.42;0.33;1;2;2;1201;0;1;3;131;105.7639293
897;3;3;1;2;1;10;2;B2;1.27;-0.08;264;592;412;0.21;0.47;0.32;3;4;1;3400;0;0;3;131;91.87407737
898;3;3;1;2;1;11;3;B3;1.29;-0.06;302;580;412;0.23;0.45;0.32;1;2;2;2200;0;0;3;131;93.7729265
899;3;3;1;2;1;12;4;B4;1.38;0.00;319;610;452;0.23;0.44;0.33;3;4;1;3400;0;0;3;131;99.99182195
900;3;3;1;2;1;13;5;B5;1.37;-0.01;395;529;448;0.29;0.39;0.33;1;4;4;1400;0;0;3;131;99.41691086
901;3;3;1;2;1;14;6;B6;1.33;-0.03;429;434;470;0.32;0.33;0.35;4;1;1;0;0;0;1;131;96.62777072
902;3;3;1;2;1;15;7;B7;1.36;-0.01;475;481;408;0.35;0.35;0.30;2;1;2;0;1;0;1;131;98.81900334
903;3;3;1;2;1;16;8;B8;1.40;0.02;470;435;499;0.33;0.31;0.36;3;1;1;9999;0;0;1;131;101.7625481
904;3;3;1;2;2;17;1;B1;1.39;0.01;331;632;425;0.24;0.46;0.31;1;2;2;1201;0;1;3;131;100.5010289
905;3;3;1;2;2;18;2;B2;1.29;-0.07;324;551;414;0.25;0.43;0.32;3;4;1;3400;0;0;3;131;93.35242015
906;3;3;1;2;2;19;3;B3;1.25;-0.10;290;522;435;0.23;0.42;0.35;1;2;2;2200;0;0;3;131;90.40887542
907;3;3;1;2;2;20;4;B4;1.45;0.05;335;606;511;0.23;0.42;0.35;3;4;1;3400;0;0;3;131;105.1265992
908;3;3;1;2;2;21;5;B5;1.39;0.01;395;537;456;0.28;0.39;0.33;1;4;4;1400;0;0;3;131;100.501029
909;3;3;1;2;2;22;6;B6;1.32;-0.05;454;411;453;0.34;0.31;0.34;4;1;1;0;0;0;1;131;95.45495211
910;3;3;1;2;2;23;7;B7;1.34;-0.03;412;424;499;0.31;0.32;0.37;2;1;2;0;1;0;1;131;96.7164713
911;3;3;1;2;2;24;8;B8;1.48;0.07;517;418;546;0.35;0.28;0.37;3;1;1;9999;0;0;1;131;107.2504851
912;3;3;2;1;1;25;1;A1;1.53;0.11;458;598;470;0.30;0.39;0.31;1;4;2;1400;0;0;3;131;110.5718285
913;3;3;2;1;1;26;2;A2;1.41;0.02;342;569;497;0.24;0.40;0.35;1;2;2;1200;0;0;3;131;102.015509
914;3;3;2;1;1;27;3;A3;1.23;-0.11;327;505;395;0.27;0.41;0.32;2;2;2;2410;1;0;2;131;88.89439531
915;3;3;2;1;1;28;4;A4;1.50;0.09;621;410;472;0.41;0.27;0.31;2;1;1;9999;0;0;1;131;108.9111568
916;3;3;2;1;2;29;1;A1;1.37;-0.01;360;534;476;0.26;0.39;0.35;1;4;2;1400;0;0;3;131;99.23950976
917;3;3;2;1;2;30;2;A2;1.34;-0.03;346;548;447;0.26;0.41;0.33;1;2;1;1200;0;0;3;131;97.13697765
918;3;3;2;1;2;31;3;A3;1.36;-0.02;424;543;391;0.31;0.40;0.29;2;2;2;2410;1;0;2;131;98.39849692
919;3;3;2;1;2;32;4;A4;1.48;0.07;540;430;506;0.37;0.29;0.34;2;1;1;9999;0;0;1;131;106.9088237
920;3;3;2;2;1;33;1;B1;1.41;0.02;289;668;453;0.20;0.47;0.32;1;2;2;1201;0;1;3;131;102.0828557
921;3;3;2;2;1;34;2;B2;1.37;-0.01;372;526;470;0.27;0.38;0.34;3;4;1;3400;0;0;3;131;99.05718073
922;3;3;2;2;1;35;3;B3;1.27;-0.08;293;557;424;0.23;0.44;0.33;1;2;2;2200;0;0;3;131;92.27322992
923;3;3;2;2;1;36;4;B4;1.36;-0.01;337;575;449;0.25;0.42;0.33;3;4;1;3400;0;0;3;131;98.54140338
924;3;3;2;2;1;37;5;B5;1.40;0.01;422;515;465;0.30;0.37;0.33;1;4;4;1400;0;0;3;131;101.4915185
925;3;3;2;2;1;38;6;B6;1.34;-0.03;463;433;447;0.34;0.32;0.33;4;1;1;0;0;0;1;131;97.26510081
926;3;3;2;2;1;39;7;B7;1.36;-0.02;408;497;453;0.30;0.37;0.33;2;1;2;0;1;0;1;131;98.39849692
927;3;3;2;2;1;40;8;B8;1.39;0.01;493;401;493;0.36;0.29;0.36;3;1;1;9999;0;0;1;131;100.5010289
928;3;3;2;2;2;41;1;B1;1.43;0.03;383;622;422;0.27;0.44;0.30;1;2;2;1201;0;1;3;131;103.4445737
929;3;3;2;2;2;42;2;B2;1.32;-0.04;319;563;439;0.24;0.43;0.33;3;4;1;3400;0;0;3;131;95.73419469
930;3;3;2;2;2;43;3;B3;1.31;-0.05;344;557;412;0.26;0.42;0.31;1;2;2;2200;0;0;3;131;95.1757096
931;3;3;2;2;2;44;4;B4;1.39;0.01;355;568;464;0.26;0.41;0.33;2;4;1;3400;0;0;3;131;100.5010289
932;3;3;2;2;2;45;5;B5;1.37;-0.01;389;499;478;0.28;0.37;0.35;1;4;4;1400;0;0;3;131;98.95862456
933;3;3;2;2;2;46;6;B6;1.37;-0.01;443;474;451;0.32;0.35;0.33;4;1;1;0;0;0;1;131;99.09988847
934;3;3;2;2;2;47;7;B7;1.38;0.00;470;378;534;0.34;0.27;0.39;2;1;2;0;1;0;1;131;100.0805225
935;4;3;1;1;1;1;1;A1;1.54;0.01;428;628;480;0.28;0.41;0.31;1;4;2;1400;0;0;3;119;101.2703365
936;4;3;1;1;1;2;2;A2;1.53;0.01;340;664;528;0.22;0.43;0.34;1;2;2;1200;0;0;3;119;101.0066117
937;4;3;1;1;1;3;3;A3;1.52;0.00;504;516;504;0.33;0.34;0.33;2;2;2;2410;1;0;2;119;100.479162
938;4;3;1;1;1;4;4;A4;1.58;0.04;528;481;575;0.33;0.30;0.36;2;1;1;9999;0;0;1;119;104.4350345
939;4;3;1;1;2;5;1;A1;1.34;-0.12;316;560;464;0.24;0.42;0.35;1;4;2;1400;0;0;3;119;88.34781963
940;4;3;1;1;2;6;2;A2;1.59;0.05;268;796;524;0.17;0.50;0.33;1;2;2;1200;0;0;3;119;104.6987594
941;4;3;1;1;2;7;3;A3;1.50;-0.01;504;512;488;0.34;0.34;0.32;4;4;2;2410;1;0;2;119;99.16053785
942;4;3;1;1;2;8;4;A4;1.62;0.07;536;541;547;0.33;0.33;0.34;2;1;1;9999;0;0;1;119;107.0722829
943;4;3;1;2;1;9;1;B1;1.53;0.01;376;668;484;0.25;0.44;0.32;1;2;2;1201;0;1;3;119;100.7428869
944;4;3;1;2;1;10;2;B2;1.46;-0.03;364;596;504;0.25;0.41;0.34;3;2;1;0;0;1;1;119;96.5232895
945;4;3;1;2;1;11;3;B3;1.61;0.06;508;580;520;0.32;0.36;0.32;2;2;2;2200;0;0;2;119;106.0173836
946;4;3;1;2;1;12;4;B4;1.45;-0.04;396;544;512;0.27;0.37;0.35;3;4;1;3400;0;0;3;119;95.732115
947;4;3;1;2;1;13;5;B5;1.46;-0.03;448;515;501;0.31;0.35;0.34;2;4;2;1400;0;0;3;119;96.5232895
948;4;3;1;2;1;14;6;B6;1.57;0.03;484;464;620;0.31;0.30;0.40;4;1;1;0;0;0;1;119;103.3801352
949;4;3;1;2;1;15;7;B7;1.52;0.00;484;532;504;0.32;0.35;0.33;2;1;2;0;1;0;1;119;100.2154372
950;4;3;1;2;1;16;8;B8;1.58;0.04;494;516;570;0.31;0.33;0.36;3;1;1;9999;0;0;1;119;104.1713097
951;4;3;1;2;2;17;1;B1;1.51;-0.01;412;636;460;0.27;0.42;0.31;1;2;2;1201;0;1;3;119;99.42426268
952;4;3;1;2;2;18;2;B2;1.46;-0.03;384;580;500;0.26;0.40;0.34;3;2;1;0;0;1;1;119;96.5232895
953;4;3;1;2;2;19;3;B3;1.60;0.06;588;512;504;0.37;0.32;0.31;2;2;2;2200;0;0;2;119;105.7536587
954;4;3;1;2;2;20;4;B4;1.47;-0.03;400;524;548;0.27;0.36;0.37;3;4;1;3400;0;0;3;119;97.05073917
955;4;3;1;2;2;21;5;B5;1.41;-0.07;440;491;481;0.31;0.35;0.34;2;4;4;1400;0;0;3;119;93.09486665
956;4;3;1;2;2;22;6;B6;1.57;0.04;520;466;586;0.33;0.30;0.37;4;1;1;0;0;0;1;119;103.64386
957;4;3;1;2;2;23;7;B7;1.56;0.03;488;620;456;0.31;0.40;0.29;2;1;2;0;1;0;1;119;103.1164104
958;4;3;1;2;2;24;8;B8;1.60;0.05;516;500;579;0.32;0.31;0.36;3;1;1;9999;0;0;1;119;105.1685192
959;4;3;2;1;1;25;1;A1;1.41;-0.07;337;568;508;0.24;0.40;0.36;1;4;2;1400;0;0;3;119;93.15255646
960;4;3;2;1;1;26;2;A2;1.41;-0.07;276;634;498;0.20;0.45;0.35;1;2;2;1200;0;0;3;119;92.83114182
961;4;3;2;1;1;27;3;A3;1.55;0.02;528;544;476;0.34;0.35;0.31;2;2;2;2410;1;0;2;119;102.061511
962;4;3;2;1;1;28;4;A4;1.53;0.01;508;484;535;0.33;0.32;0.35;2;1;1;9999;0;0;1;119;100.6783292
963;4;3;2;1;2;29;1;A1;1.46;-0.04;413;547;501;0.28;0.37;0.34;1;3;2;1400;0;0;3;119;96.32412233
964;4;3;2;1;2;30;2;A2;1.52;0.00;300;692;532;0.20;0.45;0.35;1;2;2;1200;0;0;3;119;100.479162
965;4;3;2;1;2;31;3;A3;1.46;-0.03;524;448;492;0.36;0.31;0.34;4;4;2;2410;1;0;2;119;96.5232895
966;4;3;2;1;2;32;4;A4;1.53;0.01;516;484;527;0.34;0.32;0.35;2;1;1;9999;0;0;1;119;100.7085477
967;4;3;2;2;1;33;1;B1;1.51;0.00;345;652;516;0.23;0.43;0.34;1;2;2;1201;0;1;3;119;99.72232667
968;4;3;2;2;1;34;2;B2;1.55;0.02;384;598;570;0.25;0.39;0.37;3;2;1;0;0;1;1;119;102.3252359
969;4;3;2;2;1;35;3;B3;1.57;0.03;504;515;549;0.32;0.33;0.35;2;2;2;2200;0;0;2;119;103.3801352
970;4;3;2;2;1;36;4;B4;1.55;0.02;492;556;504;0.32;0.36;0.32;3;4;1;3400;0;0;3;119;102.3252359
971;4;3;2;2;1;37;5;B5;1.43;-0.06;420;533;472;0.29;0.37;0.33;2;4;4;1400;0;0;3;119;93.96158731
972;4;3;2;2;1;38;6;B6;1.52;0.00;507;460;552;0.33;0.30;0.36;4;1;1;0;0;0;1;119;100.139891
973;4;3;2;2;1;39;7;B7;1.56;0.03;536;551;473;0.34;0.35;0.30;2;1;2;0;1;0;1;119;102.8526855
974;4;3;2;2;1;40;8;B8;1.68;0.11;537;495;644;0.32;0.30;0.38;3;1;1;9999;0;0;1;119;110.5007057
975;4;3;2;2;2;41;1;B1;1.61;0.06;428;644;540;0.27;0.40;0.33;1;2;2;1201;0;1;3;119;106.2811084
976;4;3;2;2;2;42;2;B2;1.49;-0.02;396;564;528;0.27;0.38;0.35;3;2;1;0;0;1;1;119;98.10563851
977;4;3;2;2;2;43;3;B3;1.63;0.07;524;580;521;0.32;0.36;0.32;2;2;2;2200;0;0;2;119;107.1656855
978;4;3;2;2;2;44;4;B4;1.48;-0.02;387;558;539;0.26;0.38;0.36;3;4;1;3400;0;0;3;119;97.81444232
979;4;3;2;2;2;45;5;B5;1.49;-0.02;447;506;537;0.30;0.34;0.36;2;4;4;1400;0;0;3;119;98.24986303
980;4;3;2;2;2;46;6;B6;1.66;0.09;513;480;664;0.31;0.29;0.40;4;1;1;0;0;0;1;119;109.2356507
981;4;3;2;2;2;47;7;B7;1.53;0.01;532;488;508;0.35;0.32;0.33;2;1;2;0;1;0;1;119;100.7428869
982;4;3;2;2;2;48;8;B8;1.56;0.03;516;516;533;0.33;0.33;0.34;3;1;1;9999;0;0;1;119;103.1164104
983;4;3;3;1;1;49;1;A1;1.49;-0.02;392;572;524;0.26;0.38;0.35;1;4;2;1400;0;0;3;119;98.10563851
984;4;3;3;1;1;50;2;A2;1.49;-0.02;316;666;506;0.21;0.45;0.34;1;2;2;1200;0;0;3;119;98.10563851
985;4;3;3;1;1;51;3;A3;1.48;-0.03;472;496;508;0.32;0.34;0.34;4;4;2;2410;1;0;2;119;97.31446401
986;4;3;3;1;1;52;4;A4;1.56;0.03;520;476;567;0.33;0.30;0.36;2;1;1;9999;0;0;1;119;103.0793241
987;4;3;3;1;2;53;1;A1;1.44;-0.05;353;585;501;0.24;0.41;0.35;1;4;2;1400;0;0;3;119;94.87775644
988;4;3;3;1;2;54;2;A2;1.59;0.05;324;714;556;0.20;0.45;0.35;1;2;2;1200;0;0;3;119;105.0627546
989;4;3;3;1;2;55;3;A3;1.45;-0.05;496;448;504;0.34;0.31;0.35;4;4;2;2410;1;0;2;119;95.46839016
990;4;3;3;1;2;56;4;A4;1.53;0.01;512;472;544;0.34;0.31;0.36;2;1;1;9999;0;0;1;119;100.7195362
991;4;3;3;2;1;57;1;B1;1.46;-0.04;346;623;488;0.24;0.43;0.34;1;2;2;1201;0;1;3;119;96.02193765
992;4;3;3;2;1;58;2;B2;1.52;0.00;383;653;480;0.25;0.43;0.32;3;2;1;0;0;1;1;119;99.9489652
993;4;3;3;2;1;59;3;B3;1.56;0.03;424;624;507;0.27;0.40;0.33;2;2;2;2200;0;0;2;119;102.5477537
